,Datetime,Text,Quotes,Likes,Retweets
1077,2021-04-24 20:18:22+00:00,[Significant Delays] 95th-bound Red Line trains are standing at Clark/Division due to police activity. Crews working to restore service. Consider 22 Clark bus as alt.,1,1,2
1078,2021-04-24 02:00:11+00:00,[Major Delays] 63rd-bound Green Line trains are standing at 43rd due to a sic customer. Crews working to restore service. Use 3 King Drive bus alt.,0,0,0
1079,2021-04-24 01:32:17+00:00,[Significant Delays] Howard-bound Red Line trains are standing at 69th due to a door problem. Crews working to restore service. Use 29 State bus as alt.,0,0,0
1080,2021-04-23 23:00:55+00:00,CTA’s Bus Mechanics make sure the buses that transport Chicagoans are the safest around. Our Bus Mechanics safely maintain and repair all the complex systems of our vehicles. Join #TeamCTA over lunch on April 28th at 12:00 to learn more! Register today at https://t.co/Z4OkN4IdcO https://t.co/cCnNiU2g73,0,2,4
1081,2021-04-20 07:50:02+00:00,[Normal Service*] The temporary reroute of Westbound N5 South Shore Night Bus buses near Stony Island/94th has ended.,0,4,0
1082,2021-04-20 07:37:31+00:00,"[Minor Delays / Reroute] WB N5 South Shore Night Bus buses are temporarily rerouted via Stony Island, 94th, Kenwood, 93rd and Woodlawn, due to street blockage near Stony Island/94th.",0,1,0
1083,2021-04-17 20:00:42+00:00,[Significant Delays] Blue Line trains are standing at LaSalle due to an unauthorized person on the tracks. Crews working to restore service. Consider using 56 Milwaukee bus as alt.,0,1,0
1084,2021-04-16 22:11:53+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes and other planned work affecting the Blue and Brown lines: https://t.co/eONtl4c47J",0,1,0
1085,2021-04-14 23:57:44+00:00,[Major Delays] Yellow Line trains are standing at Dempster-Skokie due to police activity. Crews working to restore service. Use 97 Skokie bus as alt. More: https://t.co/T4Cl7dgGQt,0,1,1
1086,2021-04-14 23:53:31+00:00,[Significant Delays] Howard-bound Yellow Line trains are standing at Dempster-Skokie due to police activity. Crews working to restore service. Use 97 Skokie bus as alt.,0,0,2
1087,2021-04-14 22:30:34+00:00,[Major Delays] Update: Red Line trains are standing near 79th due to police activity. Crews working to restore service. Consider 29 State bus as alt. More: https://t.co/TTS9bpuQFW,0,2,0
1088,2021-04-14 22:26:19+00:00,[Major Delays] Red Line trains are standing near 79th due to an unauthorized person on the tracks. Crews working to restore service. Consider 29 State bus as alt. More: https://t.co/TTS9bpuQFW,0,3,0
1089,2021-04-13 21:00:10+00:00,"Tune in with #TeamCTA to learn about CTA careers and the application process. We will be hosting breakout rooms featuring the following roles: Bus Operators, Bus Mechanics, Machinists, Electrical Workers, and Warehouse positions. Register today!
https://t.co/Z4OkN4IdcO https://t.co/fRo67wjQqG",0,1,0
1090,2021-04-12 13:44:36+00:00,"@majournalism44 We recently increased capacity limits, and new guidelines are visible here: https://t.co/6SDXFldUBz. After looking this over, if you still feel your bus wasn't in compliance, please share details with us at https://t.co/oBpWShjKxn",0,1,0
1091,2021-04-12 13:31:05+00:00,"@TomREMann Hey Tom, we're sorry you've had this issue. If you haven't already, please share details on where this is happening, so that we can report to Bus Ops. https://t.co/oBpWShjKxn",0,1,0
1092,2021-04-11 09:28:25+00:00,[Normal Service*] The temporary reroute of N5 South Shore Night Bus buses near 67th/Jeffery has ended.,0,1,0
1093,2021-04-11 06:53:44+00:00,"[Minor Delays / Reroute] N5 South Shore Night Bus buses are temporarily rerouted via 75th, Stony Island, &amp; 67th: due to police activity near 67th/Jeffery.",0,1,0
1094,2021-04-10 20:17:27+00:00,[Significant Delays] Blue Line trains are standing near LaSalle due to an unauthorized person on the tracks. Crews working to restore service. Use 56 Milwaukee bus as alt. More: https://t.co/KMSsXKibfc,1,0,0
1095,2021-04-10 20:17:02+00:00,[Minor Delays] Blue Line trains are standing near LaSalle due to an unauthorized person on the tracks. Crews working to restore service. Use 56 Milwaukee bus as alt. More: https://t.co/KMSsXKibfc,0,0,0
1096,2021-04-09 20:59:42+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes: https://t.co/Unnr9PTOI8",0,1,0
1097,2021-04-08 19:07:47+00:00,[Minor Delays] Dempster-Skokie-bound Yellow Line trains are standing Howard. Crews working to restore service. Use 97 Skokie bus as alt.,0,3,1
1098,2021-04-08 15:00:29+00:00,"[Station(s) Bypassed] Blue Line trains are running, but not stopping at Harlem (Forest Park Branch) due to a police investigation. Bus shuttle available Oak Park to Forest Park.",1,3,1
1099,2021-04-08 14:13:50+00:00,"[Station(s) Bypassed] Blue Line trains are running, but not stopping at Harlem (Forest Park Branch) due to police activity. Bus shuttle available Oak Park to Forest Park.",0,2,1
1100,2021-04-06 20:17:10+00:00,[Major Delays] Red Line trains are running with delays near Cermak-Chinatown due to signal delays. Use 29 State bus and/or Green Line.,0,1,1
1101,2021-04-06 20:11:21+00:00,[Major Delays] Red Line trains are standing near Cermak-Chinatown due to signal problems. Crews working to restore service. Consider 29 State bus as alt.,0,2,0
1102,2021-04-03 23:55:16+00:00,[Major Delays] Blue Line trains are standing at Damen due to fire department activity. Crews working to restore service. Use 56 Milwaukee bus as alt. More: https://t.co/T9LkKtvAtS,0,1,2
1103,2021-04-03 23:49:08+00:00,[Significant Delays] Blue Line trains are standing at Damen due to fire department activity. Crews working to restore service. Use 56 Milwaukee bus as alt. More: https://t.co/T9LkKtvAtS,0,1,0
1104,2021-04-02 21:15:36+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes: https://t.co/Unnr9PTOI8",1,1,2
1105,2021-04-02 18:00:12+00:00,Ride into the future on one of our new #electricbuses being tested along the #66 Chicago route. These new buses bring us one step closer to an all-electric bus fleet by 2040. Details here: https://t.co/pe6wwjBdon https://t.co/57UQU2nCBh,7,157,33
1106,2021-04-02 02:47:33+00:00,[Major Delays] O'Hare-bound Blue Line trains are standing near Cicero due to fire department activity. Crews working to restore service. Use 20 Madison bus as alt. More: https://t.co/HMrEX3RLcl,0,2,2
1107,2021-04-01 23:04:55+00:00,@NotBoyfriends Mind telling us where you’re waiting? We’ll make Bus Ops aware of what’s going on. We’re sorry for the inconvenience.,0,3,2
1108,2021-03-31 20:35:52+00:00,"@thedanriley We’re sorry you saw the Bus Operator not wearing a mask. Per federal mandate, state executive order and our Rules of Conduct this is required. If you can, pls share details (i.e. badge number, vehicle number, date/time, location, etc.) and we can pass this on for investigation.",0,4,1
1109,2021-03-31 00:20:43+00:00,"[Station(s) Bypassed] Orange Line trains are running, but not stopping at Kedzie due to fire department activity at an adjacent building. Shuttle bus available Western to Pulaski.",0,2,2
1110,2021-03-30 23:22:17+00:00,[Service Disruption] Orange Line srvc temp suspended btwn Midway and Western due to fire department activity near Kedzie. Use 62 Archer bus as alt. Shut bus avail Western to Midway. More: https://t.co/6etyoADtJc,2,3,4
1111,2021-03-30 22:26:19+00:00,[Service Disruption] Orange Line srvc temp suspended btwn Midway and Western due to fire dept activity near Kedzie. Use 62 Archer bus as alt. Shuttle bus avail Western to Midway. More: https://t.co/6etyoADtJc,0,3,3
1112,2021-03-30 22:19:10+00:00,[Service Disruption] Orange Line srvc temp suspended btwn Midway and Western due to due to fire dept activity. Use 62 Archer bus as alt. Shuttle bus avail Western to Midway. More: https://t.co/6etyoADtJc,1,2,2
1113,2021-03-30 18:13:13+00:00,"@Icon_4life Thanks for letting us know. What time, stop, and direction did you board? We'll be sure to pass this on to Bus Ops.",0,1,1
1114,2021-03-29 20:28:15+00:00,[Major Delays] O'Hare-bound Blue Line trains are standing at Grand due to police activity. Crews working to restore service. Consider using the 56 Milwaukee bus as alt. More: https://t.co/tFIdBGk3Wx,0,1,2
1115,2021-03-26 21:41:33+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes and other planned work affecting the Blue and Brown lines: https://t.co/Unnr9PTOI8",0,0,0
1116,2021-03-26 11:53:51+00:00,[Service Suspended] Service on the Yellow Line has been temp. suspended due to a medical emergency on the tracks near Howard; bus shuttle available btwn Howard and Dempster-Skokie. More: https://t.co/HLskNrMtW1,1,3,2
1117,2021-03-26 11:45:24+00:00,[Service Disruption] Yellow Line trains are standing near Howard due to a medical emergency on the tracks; use the 97 Skokie bus for alternate service.,0,0,1
1118,2021-03-25 22:25:15+00:00,[Service Disruption] Red Line service has been temporarily suspended between Garfield and 95th due to a sick customer at 69th. Use 29 State bus and/or Green Line. More: https://t.co/ebih46nSgw,0,2,2
1119,2021-03-25 22:12:57+00:00,[Major Delays] Blue Line trains standing at Kedzie-Homan due to an unauthorized person on the tracks. Crews working to restore service. Use 20 Madison bus or Green Ln as alt. More: https://t.co/CXRoFMJdEy,0,1,3
1120,2021-03-25 22:09:22+00:00,[Major Delays] Howard-bound Red Line trains are standing at 69th due to a sick customer. Crews working to restore service. Use #29 State bus and/or Green Line as alternative.,0,3,2
1121,2021-03-25 22:04:25+00:00,[Significant Delays] Howard-bound Red Line trains are standing at 69th due to a sick customer. Crews working to restore service. Use #29 State bus and/or Green Line as alternative. More: https://t.co/ebih46nSgw,0,1,1
1122,2021-03-24 17:09:12+00:00,[Minor Delays] Yellow Line trains are standing at Howard due to track switching problems. Crews working to restore service. Use #97 Skokie bus as alt.,0,1,2
1123,2021-03-22 22:08:34+00:00,[Significant Delays] Loop-bound Pink Line trains are standing at Cicero due to a door problem. Crews working to restore service. Consider 21 Cermak bus as alt.,0,0,2
1124,2021-03-21 21:37:20+00:00,[Major Delays] Red Line trains are standing near 47th due to an unauthorized person on the tracks. Crews working to restore service. Consider using 29 State bus as alt.,1,0,0
1125,2021-03-20 18:49:33+00:00,[Service Disruption] Green Line service continues to be suspended between Harlem and Oak Park due to police activity at Harlem; bus shuttle service from Harlem to Oak Park. More: https://t.co/B3unOOxWA0,0,2,2
1126,2021-03-19 21:40:05+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes and other planned work affecting the Brown Line: https://t.co/Unnr9PTOI8",0,0,1
1127,2021-03-19 13:32:48+00:00,[Major Delays] Yellow Line trains are standing near Oakton-Skokie due to a stalled train. Consider using the 97 Skokie bus for alternate service.,1,5,1
1128,2021-03-18 21:00:38+00:00,"ransit Driver Appreciation Day #TDAD, we join riders in saluting not only our #bus and #rail operators, but also behind-the-scenes stars, like rail #mechanic Gosia Kruszecka. See our “Thank You” video here: https://t.co/vd6shGH1v7 https://t.co/5c48oTOfjf",0,10,1
1129,2021-03-18 19:00:45+00:00,"On Transit Driver Appreciation Day #TDAD, we salute #bus operators, like Theo Jackson, for their courageous work during the pandemic. Watch our “thank You” video here: https://t.co/vd6shGH1v7 https://t.co/HTk0JHodOK",2,24,1
1130,2021-03-18 17:01:21+00:00,"On Transit Driver Appreciation Day #TDAD, we join riders in saluting #bus and #train operators, especially after this challenging year. #Rail operator Alex Roemer is one of the best. See our “Thank You” video: https://t.co/vd6shGH1v7 https://t.co/Mu9eKqWImi",0,25,2
1131,2021-03-18 16:00:59+00:00,"On Transit Driver Appreciation Day #TDAD, we join riders in saluting #rail and #bus operators, like our own Christine Orr. She helped keep our City rolling through the pandemic. Watch our “Thank You” video here: https://t.co/vd6shGH1v7 https://t.co/ysZnaqD2Mb",1,13,3
1132,2021-03-18 15:00:53+00:00,"On Transit Driver Appreciation Day (#TDAD), we join riders in saluting #bus and #train operators for their work during the pandemic. One of our best is #rail operator Matthew Thomas. See our “thank you” video here: https://t.co/vd6shGH1v7 https://t.co/CYa9s23tZX",2,68,10
1133,2021-03-18 14:32:47+00:00,"@TomREMann Hey Tom, we’re sorry this happened.  We care about the safety of our Operators and passengers, and ask that for a life threatening emergency you always call 911. If you can provide the bus/route #, stop, and direction we can also work to address when caught in time.",0,1,0
1134,2021-03-18 14:01:13+00:00,"On Transit Driver Appreciation Day #TDAD, we thank our operators for their work during the pandemic. Among our top #bus operators is John Grizzard. Here is our “thank you” video to him and  other employees: https://t.co/vd6shGH1v7 https://t.co/x7AkG6aNnS",0,24,4
1135,2021-03-16 22:24:32+00:00,"[Major Delays] Red Line trains are running, but not stopping at Cermak-Chinatown due to a police investigation. Use 29 State bus or Green Line. Shut bus Roosevelt to Sox-35th. More: https://t.co/tECmgTlEVq",0,1,1
1136,2021-03-16 22:00:13+00:00,[Service Disruption] Red Line service has been temporarily suspended between  Roosevelt and Sox-35th due to a police investigation. Use 29 State as alt. Shut bus Roosevelt to 35th. More: https://t.co/tECmgTlEVq,4,1,1
1137,2021-03-16 21:37:12+00:00,[Major Delays] Update: Red Line trains are standing at Cermak-Chinatown due to a police investigation. Crews working to restore service. Use 29 State bus as alt.,2,2,1
1138,2021-03-16 19:53:50+00:00,[Significant Delays] Howard-bound Yellow Line trains are standing at Dempster-Skokie due to police activity. Crews working to restore service. Use 97 Skokie bus as alt.,0,1,2
1139,2021-03-16 01:14:51+00:00,[Service Disruption] Red Line trains are standing at 87th due to police activity. Crews working to restore service. Consider 29 State bus as alt.,1,0,3
1140,2021-03-16 01:06:41+00:00,[Major Delays] 95th-bound Red Line trains are standing at 87th due to police activity. Crews working to restore service. Consider 29 State bus as alt.,0,0,3
1141,2021-03-15 14:31:25+00:00,"@eileenblack Hey Eileen, most out bus stops are placed along public ways, which are maintained either by the municipality or adjacent property owners. In Chicago, you can call 311 to report City shelters or sidewalks that need attention.",0,5,1
1142,2021-03-13 17:30:49+00:00,"@_ChicagoRed Also, when doing so, please provide as much detail as you can, including route, location, direction and exact time so we can identify which bus/Operator (or badge number, if you have it) may have been in violation of policy.",0,0,0
1143,2021-03-12 22:10:33+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes and other planned work affecting the Brown and Red lines: https://t.co/Unnr9PTOI8",1,3,0
1144,2021-03-12 06:45:56+00:00,[Service Disruption] Red Line service has been temporarily suspended between 95th and 63rd due to police activity at 79th. Consider #N5 South Shore Night Bus btwn 69th and 95th. More: https://t.co/w02q3xypY5,0,2,1
1145,2021-03-10 02:05:21+00:00,[Major Delays] Howard-bound Yellow Line trains are standing at Dempster-Skokie due to a mechanical problem. Crews working to restore service. Use 97 Skokie bus as alt.,0,0,1
1146,2021-03-10 01:57:38+00:00,[Significant Delays] Howard-bound Yellow Line trains are standing at Dempster-Skokie due to a mechanical problem. Crews working to restore service. Use 97 Skokie bus as alt.,0,1,1
1147,2021-03-09 22:26:35+00:00,[Service Disruption] 95th-bnd Red Line train temp rerouted to the elev track Fullerton to Cermak due to a mech problem at Monroe. Use various buses. Bus Shut Fullerton to State/Lk. More: https://t.co/OW7LNriihe,1,0,2
1148,2021-03-09 22:09:15+00:00,[Service Disruption] 95th-bound Red Line trains are temp rerouted to the elevated tracks btwn Fullerton and Cermak due to a mechanical problem near Monroe. Use 29 State bus as alt. More: https://t.co/OW7LNriihe,0,0,1
1149,2021-03-09 15:38:51+00:00,"@HierholzerSarah We do. All buses and trains have on-board systems that use a pre-recorded voice to announce all stops. If you’ve ever been on a bus or train where you’re not hearing this, it could be because of an equipment problem, so please notify the Operator.",0,0,0
1150,2021-03-08 22:37:43+00:00,[Service Disruption] Red Line service has been temporarily suspended between Roosevelt and 35th due to a sick customer at Cermak Chinatown. Use 24 Wentworth or 29 State bus as alt. More: https://t.co/TrdfN6Ohcp,0,0,3
1151,2021-03-08 22:33:14+00:00,[Service Disruption] Red Line service has been temporarily suspended between Roosevelt and 35th due to a sick customer. Use 24 Wentworth and/or 29 State bus as alt. More: https://t.co/TrdfN6Ohcp,0,0,2
1152,2021-03-08 22:24:36+00:00,[Major Delays] Howard-bound Red Line trains are standing at Cermak-Chinatown due to a sick customer. Crews working to restore service. Use 24 Wentworth and 29 bus as alt. More: https://t.co/TrdfN6Ohcp,0,0,5
1153,2021-03-08 22:20:19+00:00,[Major Delays] Howard-bound Red Line trains are standing at Cermak-Chinatown due to a sick customer. Crews working to restore service. Use 29 State bus as alt. More: https://t.co/TrdfN6Ohcp,0,0,1
1154,2021-03-07 22:05:29+00:00,[Significant Delays] 63rd-bound Green Line trains are standing at Pulaski due to a police investigation. Crews working to restore service. Use 20 Madison bus as alternative,0,1,2
1155,2021-03-07 11:00:05+00:00,"[Planned Work] Green Line: Now thru 6pm, Bus Substitution Between Roosevelt and 35th-Bronzeville-IIT Stations https://t.co/HaHEUTSVaK",0,0,0
1156,2021-03-07 10:30:05+00:00,"[Planned Work w/Station(s) Bypassed] Orange Line: Now thru 6pm, Bus Substitution Between Halsted and Roosevelt Stations https://t.co/W1jT8y7Elg",0,0,0
1157,2021-03-07 02:33:29+00:00,[Major Delays] 63rd-bound Green Line trains are standing at California due to police activity. Crews working to restore service. Use 20 Madison bus as alternative. More: https://t.co/sz2AW99tQh,0,0,2
1158,2021-03-07 02:26:07+00:00,[Significant Delays] 63rd-bound Green Line trains are standing at California due to police activity. Crews working to restore service. Use 20 Madison bus as alternative.,0,0,2
1159,2021-03-07 01:04:06+00:00,[Significant Delays] Red Line trains are standing at Jackson due to police activity. Crews working to restore service. Use 29 State bus as alternative.,0,0,3
1160,2021-03-06 23:15:40+00:00,[Significant Delays] Red Line trains are standing at 63rd due to an unauthorized person on the tracks. Crews working to restore service. Use 29 State bus as alt.,0,2,4
1161,2021-03-06 21:17:04+00:00,[Major Delays] Loop-bound Pink Line trains are standing at Damen due to police activity. Crews working to restore service. Use #21 Cermak bus as alt. More: https://t.co/CQlb5nbWcv,0,0,1
1162,2021-03-05 23:05:46+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes and other planned work affecting the Red, Green and Orange lines: https://t.co/Unnr9PTOI8",0,0,0
1163,2021-03-05 21:13:48+00:00,"@rccarlitos21 @ABC7Chicago Hey Carlos, we see how this trip could make you feel like we don’t care. We have put guidelines in place so that this doesn’t happen, and are sorry it was hard to distance during your ride. Please share the bus#, route, stop, time and direction this was taken so we can report.",0,0,0
1164,2021-03-05 06:43:03+00:00,[Service Disruption] Orange Line service has been temporarily suspended between Halsted and Roosevelt due to signal problems. Bus Shuttle Roosevelt to Halsted. Use 62 Archer bus. More: https://t.co/UBZuywuuUj,0,0,0
1165,2021-03-05 06:17:37+00:00,[Major Delays] Orange Line trains are standing near Halsted due to signal problems. Crews working to restore service. Consider 62 Archer bus as alt. More: https://t.co/vPr9csVkUa,0,0,0
1166,2021-03-04 04:41:18+00:00,[Significant Delays] O'Hare-bound Blue Line trains are standing at Cicero due to police activity. Crews working to restore service. Use 20 Madison bus as alt.,0,2,1
1167,2021-03-03 20:30:42+00:00,[Significant Delays] Red Line trains are standing at 63rd due to an unauthorized person on the tracks. Crews working to restore service. Use 29 State bus as alt. More: https://t.co/jytlEA69TE,0,1,2
1168,2021-03-03 15:23:53+00:00,"@ryanpthomas @CTAFails Sorry to hear this, Ryan. Can you share the bus #? If not the time, route, stop and direction of travel? We’d like to pass on the feedback to Customer Service.",0,0,0
1169,2021-03-02 19:30:17+00:00,[Significant Delays] 95th-bound Red Line trains are standing at Sox-35th due to police activity. Crews working to restore service. Consider 29 State bus as alt. More: https://t.co/VbBk9BkKqH,0,1,5
1170,2021-03-01 18:28:27+00:00,"@lareyboy The kits we’ve mentioned have been provided at stations across all our train lines, and the availability to receive them have been shared on our social channels. The reason for our pilot is to test success of providing mask on vehicles (rail/bus) to determine future rollout.",0,0,0
1171,2021-03-01 17:30:47+00:00,"@TerriThomas8562 Hey Terri, we’d like to look into what happened on your trip. Can you confirm the bus # or route, time, stop and direction you were going when this happened?",0,0,0
1172,2021-03-01 16:57:39+00:00,"@a_m_y_r_ We are working to maintain capacity limits, and have put guidelines in place to keep our riders healthy. If you're noticing a car getting too crowded, please notify your Operator or consider waiting for the next train or bus to arrive as a precaution. https://t.co/6SDXFldUBz",1,0,0
1173,2021-03-01 16:50:11+00:00,@lareyboy We’ve also added PPE machines and have started piloting free mask on select bus routes on our system. We are heavily promoting the use of mask on our system and expect a level of personal accountability and common-sense behavior in order to keep one another healthy.,0,1,0
1174,2021-03-01 16:48:09+00:00,"@lareyboy Hey Lonnae, this summer, we created new Travel Healthy kits, containing a disposable cloth mask, hand sanitizer &amp; healthy-travel tips. We distributed more than 14,000 of the kits at stations and bus terminals across the systems and continue this effort. 1/2",0,1,0
1175,2021-02-27 18:00:27+00:00,"Some “CTA Pioneers” are driven to succeed. That’s why this #BackHistoryMonth, we want to honor Eugene Barnes. He rose from bus operator to become our first African-American Chairman of the CTA Board. Here, he joins Mayor Jane Byrne at the dedication of our 2600-series railcars. https://t.co/mSeYxMic5o",0,2,1
1176,2021-02-26 22:38:12+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes and other planned work affecting the Brown and Red lines: https://t.co/Unnr9PTOI8",0,2,2
1177,2021-02-26 21:41:35+00:00,"@caffdtravels We're sorry this happend, and do want to look into the backstory. If you wouldn't mind sharing full details with us at https://t.co/oBpWShjKxn we'll make sure Bus Ops is aware.",0,0,0
1178,2021-02-24 16:25:00+00:00,"@timorous_me Sorry to see someone created a mess on our bus. Please provide the bus #, time, station, car# and direction of travel, so we can be sure it was reported.",0,0,0
1179,2021-02-24 05:56:05+00:00,[Service Disruption] O'Hare-bound Blue Line service temporarily suspended btwn Racine &amp; Forest Park due to a police investigation at Pulaski. Bus shuttle btwn Racine &amp; Forest Park. More: https://t.co/vDS4M9Q99r,0,1,3
1180,2021-02-23 23:00:52+00:00,"Calling all bus mechanics! Join us over lunch on Feb 24th for our CTA Bus Mechanic Job Fair. Register below to learn about our Bus Mechanic role, our application process, and to get your commonly asked questions answered by our recruiters. Register today https://t.co/K4eWDODdMD https://t.co/kWII9jTTO0",0,0,3
1181,2021-02-23 16:37:21+00:00,@BinnyZ2 Thanks for letting us know. We are closely monitoring ridership and working to service routes as we see demand changing. We’re sorry you were passed up and will report this to our Bus Ops Manager.,0,1,0
1182,2021-02-23 14:55:02+00:00,"@cassiaonline We’re sorry to hear this, Cass. It may have been that the bus was reaching capacity, but either way we see the inconvenience and hope  another bus is to you soon.",0,1,0
1183,2021-02-22 21:17:03+00:00,[Service Suspended] Service on the Yellow Line temporarily suspended due to an incident involving a train at Dempster-Skokie. Bus shuttle available btwn Dempster-Skokie &amp; Howard. More: https://t.co/zJOxBzC4Fh,1,2,3
1184,2021-02-22 15:59:45+00:00,"@Be_Threnody Hi Niki, please follow this link for the best way to contact Bus Ops regarding a lost item: https://t.co/5WymZ64QKP.",0,0,0
1185,2021-02-22 13:33:01+00:00,"@Andrea212121 Hey Andrea, we are closely monitoring ridership and working to service routes as we see an uptick in passengers. Please share the route #, stop, time and direction you’re noticing this at https://t.co/oBpWShjKxn so we can pass this on to Bus Ops.",0,0,0
1186,2021-02-22 04:40:56+00:00,"@AntonioGDLCHI Hey Antonio, most out bus stops are placed along public ways, which are maintained either by the municipality or adjacent property owners. In Chicago, you can call 311 to report City shelters or sidewalks that need attention.",0,0,0
1187,2021-02-22 04:26:03+00:00,"@lisasoverino We’re sorry you saw passengers and the Bus Operator not wearing a mask. Masks are required for riders and employees and it's something we work hard to remind people of. We've actively been campaigning all over system (signs, decals, annc's + more) to make sure people comply.",0,1,0
1188,2021-02-20 20:26:51+00:00,[Significant Delays] Midway-bound Orange Line trains are standing at Pulsaki due to a report of a minor fire at track level. Use 62 Archer bus as alternative. More: https://t.co/18HYDDmVNl,0,2,1
1189,2021-02-19 22:24:24+00:00,[Service Disruption] Yellow Ln trains standing near Dempster-Skokie due to an obstruction. . Use 97 Skokie bus as alt. Shuttle bus Howard to Dempster-Skokie. More: https://t.co/l3LAMsXkbU,0,0,0
1190,2021-02-19 22:21:15+00:00,[Service Disruption] Yellow Line trains are standing near Dempster-Skokie due to an obstruction. Crews working to restore service. Use 97 Skokie bus as alt.,0,2,2
1191,2021-02-19 22:10:43+00:00,"Know before you go: Check for planned, weekend service changes before you travel, including several bus reroutes and other planned work affecting the Red Line: https://t.co/Unnr9PTOI8",1,1,1
1192,2021-02-19 22:00:04+00:00,[Major Delays] Howard-bound Yellow Line trains are standing near Dempster-Skokie due to an obstruction. Crews working to restore service. Use 97 Skokie bus as alt.,1,1,4
1193,2021-02-18 17:01:56+00:00,"Calling all bus mechanics! Join us over lunch on Feb 24th for our CTA Bus Mechanic Job Fair. Register below to learn about our Bus Mechanic role, our application process, and to get your commonly asked questions answered by our recruiters. Register today https://t.co/K4eWDODdMD https://t.co/1y7DmypiDJ",0,1,3
1194,2021-02-18 16:04:42+00:00,"[Station(s) Bypassed] Blue Line trains are running, but not stopping at Clinton; bus shuttle available between LaSalle and UIC Halsted.",0,1,4
1195,2021-02-18 13:56:22+00:00,"@xoxock84 Sure, you can view bus capacity limits here: https://t.co/6SDXFldUBz",0,1,2
1196,2021-02-18 13:47:18+00:00,"@kesardnovjeff We agree that bus shelters need to be safe for riders. Unfortunately, depending on the location, stops along public ways are handled by municipality or adjacent property owners. you can call 311 to report City shelters or sidewalks that need attention.",0,1,0
1197,2021-02-18 13:44:39+00:00,"@bmendez44 Hey Barbara, we are closely monitoring ridership and working to service routes as we see an uptick in passengers. Please share the route #, stop, time and direction you’re noticing this at https://t.co/oBpWShjKxn so we can pass this on to Bus Ops.",0,0,0
1198,2021-02-18 13:40:05+00:00,"@WednesdayComix @WGNNews @chicago @streetsblogchi @BlockClubCHI @Suntimes @chicagotribune Most our bus stops are placed along public ways, which are maintained either by the municipality or adjacent property owners. In Chicago, you can call 311 to report City shelters or sidewalks that need attention.",0,1,0
1199,2021-02-18 10:30:29+00:00,[Significant Delays] 95th-bound Red Line trains are standing at 63rd due to a sick customer. Crews working to restore service. Consider 29 Bus as alt.,0,0,1
1200,2021-02-18 10:28:16+00:00,[Significant Delays] Loop-bound Orange Line  trains are standing at Midway. Crews working to restore service. Considr 62 Archer bus as alternative.,0,1,0
1201,2021-02-17 16:38:32+00:00,"@ColinShively Colin, as a result of bus capacity limits, it can take longer that normal to catch a bus. We have created a ridership dashboard that can help you identify the busiest travel times based on the route. Learn more here: https://t.co/EOnko5C8en",0,0,0
1202,2021-02-17 14:08:02+00:00,"@Alejand0204D Hey Dezirae, most out bus stops are placed along public ways, which are maintained either by the municipality or adjacent property owners. In Chicago, you can call 311 to report City shelters or sidewalks that need attention.",2,0,0
1203,2021-02-17 11:58:16+00:00,[Major Delays] Pink Line trains are running with delays at 54th/Cermak due to a track condition; use the 21 Cermak bus for alternate service.,0,9,3
1204,2021-02-17 10:23:03+00:00,[Service Disruption] Loop-bound Orange Line trains are standing near Western due to signal problems. Crews working to restore service. Consider 62 Archer bus as alt.,0,1,2
1205,2021-02-17 10:01:52+00:00,[Major Delays] Loop-bound Orange Line trains are standing near Western due to signal problems. Crews working to restore service. Consider 62 Archer bus as alt.,0,2,1
1206,2021-02-17 09:52:46+00:00,[Significant Delays] Loop-bound Orange Line trains are standing near Western due to signal problems. Crews working to restore service. Consider 62 Archer bus as alt.,0,0,0
1207,2021-02-16 21:21:21+00:00,"@ceorgeghlada Hey George, most out bus stops are placed along public ways, which are maintained either by the municipality or adjacent property owners. In Chicago, you can call 311 to report City shelters or sidewalks that need attention.",1,9,1
1208,2021-02-16 19:07:28+00:00,@xoxock84 Thanks for letting us know. Can you confirm where you boarded and the route? We appreciate the car number and will also be sure to share this feedback with Bus Ops.,0,1,0
1209,2021-02-16 17:41:40+00:00,@garpo3000 Poor little bus needed a break. Back to the garage it goes.,0,21,2
1210,2021-02-16 17:11:20+00:00,"@TheOneTrueBrad Bus bunching can be hard to prevent, especially on days like this when conditions make it challenging for busses to stay on schedule, or where there’s crowding at a particular stop. More information on how this happens here: https://t.co/oQsrlXg6Kv",0,0,0
1211,2021-02-16 17:03:20+00:00,"@NicholasDiPucc2 @CTAFails Buses are operating with service delays given road conditions and traffic along many routes. We are working to service all routes as best possible, and are sorry for the wait, and if the bus did not arrive at the time indicated.",0,1,0
